squadra,nome,id_fantacalcio,status,note,gerarchia_portiere
Udinese,Zaniolo,2766,TITOLARE,"E una prima scelta offensiva, ma lo stop attuale lo terra fuori fino a fine settembre. SOS Fanta guida 2026/27, pag. 3.",
Udinese,Ekkelenkamp,,TITOLARE,"Da mezzala e indicato come titolare; davanti giocano Zaniolo e Davis. SOS Fanta guida 2026/27, pag. 3.",
Udinese,Davis,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Udinese,Palma,,BALLOTTAGGIO,"Alternativa in ballottaggio con Bertola. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Udinese,Unai Gomez,,RISERVA,"Ha davanti Zaniolo ed Ekkelenkamp nelle gerarchie. SOS Fanta guida 2026/27, pag. 3.",
Udinese,Miller,,BALLOTTAGGIO,"Alternativa in ballottaggio con Piotrowski. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Udinese,Arizala,,RISERVA,"Panchina G1 (55%): alternativa di fascia. Fantacalcio.it probabili G1, agg. 22/08/2026",
Udinese,Bayo,,RISERVA,"Panchina G1 (60%): alternativa offensiva. Fantacalcio.it probabili G1, agg. 22/08/2026",
Udinese,Mlacic,7356,BALLOTTAGGIO,"Concorre con Kabasele e Bertola per un posto in difesa. SOS Fanta guida 2026/27, pag. 2.",
Venezia,Stankovic F.,6248,TITOLARE,"SOS Fanta gerarchia portieri 2026/27: primo. Stankovic è il primo portiere del neopromosso Venezia, dopo una stagione da assoluto protagonista in Serie B. Alle sue spalle c'è Montipò, completa il terzetto Grandi.",PRIMO
Venezia,Schingtienne,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Venezia,Bella-Kotchap,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Venezia,Halhal,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Moreno. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Venezia,Hainaut,6821,BALLOTTAGGIO,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Venezia,Kike Perez,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Sohm. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Venezia,Busio,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Venezia,Basic,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Venezia,Haps,5695,TITOLARE,"Probabile XI; ballottaggio con Correia. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Venezia,Yeboah,6904,BALLOTTAGGIO,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Venezia,Akor Adams,,TITOLARE,"L'investimento lo pone avanti nelle gerarchie dell'attacco. SOS Fanta guida 2026/27, pag. 4.",
Venezia,Moreno,,BALLOTTAGGIO,"Alternativa in ballottaggio con Halhal. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Venezia,Correia,,BALLOTTAGGIO,"Alternativa in ballottaggio con Haps. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Venezia,Sohm,5319,BALLOTTAGGIO,"Al Venezia ritrova esplicitamente il posto da titolare. SOS Fanta guida 2026/27, pag. 3.",
Venezia,Rrahmani,7449,BALLOTTAGGIO,"E l'alternativa ad Akor Adams, indicato davanti nelle gerarchie. SOS Fanta guida 2026/27, pag. 4.",
Venezia,Helgason,,RISERVA,"Panchina G1 (55%): alternativa di centrocampo. Fantacalcio.it probabili G1, agg. 22/08/2026",
Venezia,Adorante,4387,RISERVA,"Parte dietro ad Akor Adams ed e fermato da un infortunio. SOS Fanta guida 2026/27, pag. 4.",
Torino,Perri,6534,TITOLARE,"SOS Fanta gerarchia portieri 2026/27: primo. Il titolare arriva dal mercato, si tratta di Perri e ormai manca solo l'ufficialità dopo una lunghissima trattativa. Alle sue spalle c'è Mascardi, a oggi completa il reparto Paleari. Ma la situazione tra secondo e terzo portiere non è ancora definita, occhio al mercato.",PRIMO
Bologna,Theate,,TITOLARE,"Ora ci riprova, sulla carta sarà titolare e sarà appena più di un low cost.",
Roma,Balerdi,,RISERVA,"Alla Roma non parte come titolare ma è un’alternativa, anche al fanta sarà così.",
Atalanta,Kessiè,,TITOLARE,"Questo è uno dei motivi per cui si può considerare di fatto un secondo slot all’asta, l’altro motivo è che sulla carta sarà titolare.",
Monza,Folorunsho,6252,BALLOTTAGGIO,"Dopo i 5 gol al Verona non si è più ripetuto, ci proverà al Monza con Juric che lo vede come titolare.",
Como,Ricci,,BALLOTTAGGIO,"Non è comunque un titolare fisso, Fabregas lo alternerà con gli altri centrocampisti nell’ottica del turnover per la Champions.",
Roma,De Roon,,BALLOTTAGGIO,"Un giocatore così è utile se le gioca tutte, mentre così perde di appeal perché si alternerà con Cristante. Per Gasperini è un fedelissimo, al fanta rimane un low cost ma che non sarà titolare fisso.",
Frosinone,Bobcek,,BALLOTTAGGIO,"Non parte come titolare inizialmente perché Raimondo ha fatto benissimo contro la Fiorentina, però ci sarà dualismo anche perché la società lo ha pagato molto.",
Monza,Ngonge,,TITOLARE,"Ciryl Ngonge prova il rilancio al Monza, dove dovrebbe essere titolare. Dopo i 6 gol al Verona l’esterno d’attacco non si è più confermato, deludendo al Napoli e poi anche al Torino e all’Espanyol. Al Monza almeno giocherà, dovrebbe essere titolare.",
Fiorentina,Dodò,5885,BALLOTTAGGIO,,
Frosinone,Tchato,7605,BALLOTTAGGIO,,
Frosinone,Fini,6506,BALLOTTAGGIO,,
Juventus,Douglas Luiz,4911,BALLOTTAGGIO,,
Lazio,Sutalo J.,7580,BALLOTTAGGIO,,
Lazio,Provstgaard,7012,BALLOTTAGGIO,,
Lazio,Pellegrini Lu.,2728,BALLOTTAGGIO,,
Lecce,Ilic,5007,BALLOTTAGGIO,,
Milan,Estupinan,5273,BALLOTTAGGIO,,
Monza,Ciurria,5880,BALLOTTAGGIO,,
Napoli,Marin R.,6638,BALLOTTAGGIO,,
Parma,Fabbian,6206,BALLOTTAGGIO,,
Parma,Lontani,7561,TITOLARE,,
Udinese,Abankwah,6021,BALLOTTAGGIO,,
Atalanta,Sportiello,4,RISERVA,"SOS Fanta gerarchia portieri 2026/27: secondo. Gerarchia chiara e definita, è rimasta invariata rispetto all'anno scorso. Carnesecchi è il primo portiere, il vice è Sportiello e a completare il terzetto c'è il giovane Vismara.",SECONDO
Atalanta,Vismara,7545,RISERVA,"SOS Fanta gerarchia portieri 2026/27: terzo. Gerarchia chiara e definita, è rimasta invariata rispetto all'anno scorso. Carnesecchi è il primo portiere, il vice è Sportiello e a completare il terzetto c'è il giovane Vismara.",TERZO
Bologna,Happonen,7533,RISERVA,"SOS Fanta gerarchia portieri 2026/27: terzo. È rimasto Skorupski, è lui il titolare del Bologna tra i pali. È partito invece Ravaglia che voleva maggior spazio, è stato così promosso Pessina al ruolo di vice. Completa la gerarchia il classe 2007 Happonen.",TERZO
Cagliari,Sherri,6650,RISERVA,"SOS Fanta gerarchia portieri 2026/27: secondo. Nessun dubbio sulla titolarità di Caprile, è la primissima scelta di Pisacane tra i pali. Alle sue spalle invece la situazione è in divenire: rumors di mercato sia su Sherri che su Radunovic, da capire se resteranno entrambi o solo uno dei due. Al momento più Sherri come vice tra i due.",SECONDO
Cagliari,Radunovic,3,RISERVA,"SOS Fanta gerarchia portieri 2026/27: terzo. Nessun dubbio sulla titolarità di Caprile, è la primissima scelta di Pisacane tra i pali. Alle sue spalle invece la situazione è in divenire: rumors di mercato sia su Sherri che su Radunovic, da capire se resteranno entrambi o solo uno dei due. Al momento più Sherri come vice tra i due.",TERZO
Como,Vigorito,2809,RISERVA,"SOS Fanta gerarchia portieri 2026/27: terzo. Nessun dubbio sul titolare del Como di Fabregas, è Butez che è stato grande protagonista in positivo nella scorsa stagione. Alle sue spalle il vice è Audero, completa la gerarchia Vigorito.",TERZO
Fiorentina,Christensen O.,6403,RISERVA,"SOS Fanta gerarchia portieri 2026/27: secondo. Il titolare tra i pali della Fiorentina è De Gea, se rimane in viola non ci sono dubbi. Alle sue spalle Christensen come vice, completa il terzetto Lezzerini.",SECONDO
Fiorentina,Lezzerini,158,RISERVA,"SOS Fanta gerarchia portieri 2026/27: terzo. Il titolare tra i pali della Fiorentina è De Gea, se rimane in viola non ci sono dubbi. Alle sue spalle Christensen come vice, completa il terzetto Lezzerini.",TERZO
Frosinone,Pisseri,7560,RISERVA,"SOS Fanta gerarchia portieri 2026/27: terzo. Dualismo vero e proprio in casa Frosinone per quanto riguarda il portiere titolare. Del 2004 Palmisani, titolare nella scorsa stagione in Serie B; del 2003 il nuovo arrivato Desplanches, investimento per presente e futuro del club. Si giocheranno il posto sin dal ritiro estivo, al momento è una gerarchia apertissima. Seguiranno aggiornamenti già nel corso del pre-campionato in ottica asta. Completa il terzetto Pisseri.",TERZO
Genoa,Stolz,6569,RISERVA,"SOS Fanta gerarchia portieri 2026/27: secondo. Nessun dubbio sul titolare di casa Genoa, è confermatissimo Bijlow. Ha detto addio Leali in estate e in amichevole ha giocato Stolz e non Sommariva: per questo al momento è più l'austriaco il secondo portiere. Con l'italiano che per ora è dunque il terzo a completare la gerarchia.",SECONDO
Genoa,Sommariva,219,RISERVA,"SOS Fanta gerarchia portieri 2026/27: terzo. Nessun dubbio sul titolare di casa Genoa, è confermatissimo Bijlow. Ha detto addio Leali in estate e in amichevole ha giocato Stolz e non Sommariva: per questo al momento è più l'austriaco il secondo portiere. Con l'italiano che per ora è dunque il terzo a completare la gerarchia.",TERZO
Inter,Di Gennaro,1926,RISERVA,"SOS Fanta gerarchia portieri 2026/27: terzo. Rivoluzione tra i pali nell'Inter. In partenza, il titolare è Martinez dopo l'addio di Sommer, è stato promosso da Chivu e parte come prima scelta. Alle sue spalle il club ha puntato sull'esperienza e l'affidabilità di Provedel, che dà ampie garanzie: al fantacalcio sono da prendere entrambi per non correre alcun rischio nel corso della stagione. Completa il terzetto Di Gennaro.",TERZO
Juventus,Grabara,7603,RISERVA,"SOS Fanta gerarchia portieri 2026/27: secondo. Il titolare è arrivato dal mercato, si tratta di Guglielmo Vicario: Spalletti è pronto a puntare su di lui. È cambiato anche il secondo, ora c'è Grabara e completa il terzetto Pinsoglio.",SECONDO
Juventus,Pinsoglio,1930,RISERVA,"SOS Fanta gerarchia portieri 2026/27: terzo. Il titolare è arrivato dal mercato, si tratta di Guglielmo Vicario: Spalletti è pronto a puntare su di lui. È cambiato anche il secondo, ora c'è Grabara e completa il terzetto Pinsoglio.",TERZO
Lazio,Renzetti,7534,RISERVA,"SOS Fanta gerarchia portieri 2026/27: terzo. Gerarchia da definire, ma parte davanti Mandas tra i pali nella Lazio con l'arrivo di Gattuso. Alle sue spalle Motta che ha convinto nel finale della scorsa stagione. Completa il terzetto Renzetti visto che Furlanetto si è rotto il crociato e tornerà solo nel 2027.",TERZO
Lecce,Bleve,4468,RISERVA,"SOS Fanta gerarchia portieri 2026/27: secondo. Nessun dubbio sul primo portiere del Lecce, è confermatissimo Wladimiro Falcone. Novità alle spalle: è arrivato Bleve dalla Carrarese e sarà lui il secondo portiere dopo l'addio di Fruchtl, con Penev che dovrebbe essere il terzo.",SECONDO
Lecce,Penev,7557,RISERVA,"SOS Fanta gerarchia portieri 2026/27: terzo. Nessun dubbio sul primo portiere del Lecce, è confermatissimo Wladimiro Falcone. Novità alle spalle: è arrivato Bleve dalla Carrarese e sarà lui il secondo portiere dopo l'addio di Fruchtl, con Penev che dovrebbe essere il terzo.",TERZO
Milan,Torriani,6813,RISERVA,"SOS Fanta gerarchia portieri 2026/27: secondo. Il titolarissimo tra i pali del Milan è Mike Maignan e non c'è alcun dubbio. Alle sue spalle, secondo Sky, si è ribaltata la situazione col giovane Torriani che sarà il secondo dopo aver disputato un gran precampionato, decisione di Amorim; mentre Terracciano al momento è il terzo ma non è escluso che possa partire. Dovesse andare via, cambierà il terzo, ma il secondo rimane Torriani.",SECONDO
Milan,Terracciano,2815,RISERVA,"SOS Fanta gerarchia portieri 2026/27: terzo. Il titolarissimo tra i pali del Milan è Mike Maignan e non c'è alcun dubbio. Alle sue spalle, secondo Sky, si è ribaltata la situazione col giovane Torriani che sarà il secondo dopo aver disputato un gran precampionato, decisione di Amorim; mentre Terracciano al momento è il terzo ma non è escluso che possa partire. Dovesse andare via, cambierà il terzo, ma il secondo rimane Torriani.",TERZO
Monza,Strajnar,7475,RISERVA,"SOS Fanta gerarchia portieri 2026/27: terzo. Per il momento c'è Thiam tra i pali del Monza, ma occhio fino all'ultimo al mercato: il club potrebbe prendere un altro portiere per giocarsi la titolarità. Pizzignacco è partito, da capire se arriverà un secondo o un primo. Completa la gerarchia Strajnar.",TERZO
Napoli,Contini,2845,RISERVA,"SOS Fanta gerarchia portieri 2026/27: terzo. Occhio alla gerarchia in porta con l'arrivo di Allegri. Niente più alternanza, l'allenatore lo ha chiarito anche in conferenza: ci sarà un primo e un secondo. E Meret è la prima scelta del nuovo allenatore, con Milinkovic come secondo. A oggi, sarebbe comunque obbligatorio avere entrambi in rosa al fantacalcio per non correre alcun rischio. Completa la gerarchia il terzo Contini.",TERZO
Roma,Gollini,610,RISERVA,"SOS Fanta gerarchia portieri 2026/27: secondo. Nessun dubbio sul titolarissimo, che è Svilar. Alle sue spalle c'è Gollini come vice, completa il terzetto De Marzi. In ritiro c'è anche Vasquez, ma salvo clamorose sorprese lascerà la Roma in questa finestra di mercato.",SECONDO
Roma,De Marzi,7048,RISERVA,"SOS Fanta gerarchia portieri 2026/27: terzo. Nessun dubbio sul titolarissimo, che è Svilar. Alle sue spalle c'è Gollini come vice, completa il terzetto De Marzi. In ritiro c'è anche Vasquez, ma salvo clamorose sorprese lascerà la Roma in questa finestra di mercato.",TERZO
Sassuolo,Satalino,2127,RISERVA,"SOS Fanta gerarchia portieri 2026/27: terzo. A sorpresa, Muric è stato riscattato, nonostante avesse detto apertamente di non voler restare per la stagione 26/27. È lui il titolare della squadra, con Turati vice come nella passata stagione. Il terzo è Satalino.",TERZO
Torino,Paleari,5320,RISERVA,"SOS Fanta gerarchia portieri 2026/27: terzo. Il titolare arriva dal mercato, si tratta di Perri e ormai manca solo l'ufficialità dopo una lunghissima trattativa. Alle sue spalle c'è Mascardi, a oggi completa il reparto Paleari. Ma la situazione tra secondo e terzo portiere non è ancora definita, occhio al mercato.",TERZO
Udinese,Mrozek,7611,RISERVA,"SOS Fanta gerarchia portieri 2026/27: secondo. Confermato Okoye come primo portiere dell'Udinese, non ci sono dubbi su questo. Alle sue spalle c'è il nuovo arrivato Mrozek, l'esperto Padelli diventa il terzo portiere.",SECONDO
Udinese,Padelli,543,RISERVA,"SOS Fanta gerarchia portieri 2026/27: terzo. Confermato Okoye come primo portiere dell'Udinese, non ci sono dubbi su questo. Alle sue spalle c'è il nuovo arrivato Mrozek, l'esperto Padelli diventa il terzo portiere.",TERZO
Venezia,Montipò,4957,RISERVA,"SOS Fanta gerarchia portieri 2026/27: secondo. Stankovic è il primo portiere del neopromosso Venezia, dopo una stagione da assoluto protagonista in Serie B. Alle sue spalle c'è Montipò, completa il terzetto Grandi.",SECONDO
Venezia,Grandi,6671,RISERVA,"SOS Fanta gerarchia portieri 2026/27: terzo. Stankovic è il primo portiere del neopromosso Venezia, dopo una stagione da assoluto protagonista in Serie B. Alle sue spalle c'è Montipò, completa il terzetto Grandi.",TERZO
